latitude,longitude,name,elevation
-36.121788,-68.651085,Cerro Chacaico,2108.0
-36.14025,-68.971924,Cerro El Pozo,1494.0
-36.47142,-69.42298,Cerro El Sureño,2432.0
-36.349335,-68.57243,Cerro Farallón,1405.0
-36.00421,-69.05385,Cerro Fiero,1706.0
-36.210613,-68.81575,Cerro Guadaloso,2082.0
-36.373444,-69.07126,Cerro La Buitrera,2749.0
-36.174736,-69.22164,Cerro La Mina,1667.0
-36.397163,-68.86782,Cerro Mancha Blanca,1802.0
-36.067627,-68.539894,Cerro Suluposo,2073.0
-36.13519,-69.12719,Cerro de La Olla,1603.0
-35.86244,-69.46278,Cerro Cajón de Agua,2424.0
-35.864723,-69.175,Cerro Cerritos Colorados,1410.0
-35.691315,-69.4937,Cerro Chachao,1662.0
-35.98791,-69.34826,Cerro Cortado,2119.0
-35.72835,-69.35666,Cerro Huenul,1699.0
-35.649727,-69.45778,Cerro Jarilloso,1567.0
-35.796677,-69.4917,Cerro La Batra,2043.0
-35.927135,-69.20309,Cerro La Buitrera,1552.0
-35.93859,-69.376945,Cerro La Cabra,1896.0
-35.74848,-69.19207,Cerro Los Pozos O Llancanelo,1500.0
-35.825687,-69.323746,Cerro Patahuilloso,1996.0
-35.963394,-69.42485,Cerro Pirquitas,2082.0
-35.812176,-69.22599,Cerro Puntudo,1571.0
-35.795506,-69.18503,Loma del Ranquíl,1476.0
-35.940388,-69.01063,Cerro Andradino,1762.0
-35.80667,-69.060165,Cerro Cerrito El Divisadero,1343.0
-35.67463,-68.752205,Cerro Chingolo,2612.0
-35.82143,-68.8722,Cerro Chorreado,2192.0
-35.64474,-69.099236,Cerro Coral,1404.0
-35.66096,-68.65912,Cerro La Montura,2535.0
-35.865223,-69.02893,Cerro La Porteña,1588.0
-35.97855,-69.091385,Cerro Las Ovejas,1613.0
-35.597664,-68.696686,Cerro Mancha Jarilla,2355.0
-35.695675,-68.504,Cerro Plateado,2844.0
-35.64229,-68.85683,Cerro de Las Yeguas,1946.0
-35.53857,-68.97561,Cerro de Las Cabras,1602.0
-35.82667,-69.14597,Cerro Carapacho,1485.0
-36.324116,-69.44342,Cerro Cortaderal,2423.0
-35.794094,-69.45934,Cerro Alforjas,1722.0
-35.732517,-69.3707,Cerro de las Piedras Blancas,1732.0
-35.852352,-69.30894,Cerro del Real,1863.0
-35.52753,-68.76815,Cerro Las Vacas,2150.0
-35.506474,-68.79053,Cerro Peceño,2040.0
