latitude,longitude,name,elevation
54.256588,-125.6788,Boer Mountain,1240.0
54.320236,-125.93401,Boo Mountain,1124.0
54.38154,-126.37625,China Nose Mountain,1427.0
54.018814,-126.38951,Mount Parrott,1238.0
54.07626,-126.143585,Mount Colley,1269.0
53.795906,-125.68944,Llgitiyuz Mountain,1247.0
53.99617,-125.6026,Uncha Mountain,1379.0
53.85453,-125.637764,Dayeezcha Mountain,1191.0
53.75302,-125.926445,Skins Dome,1085.0
53.6991,-125.82548,Raymond Hill,910.0
53.590206,-125.58259,Intata Hill,899.0
53.6286,-125.67448,False Hill,1142.0
53.668285,-125.721596,Henson Hill (Northwest Summit),944.0
53.733856,-125.51761,Tyee Butte,1226.0
53.612408,-125.6472,Henson Hill (Southeast Summit),1006.0
53.721283,-126.47188,Mount Wells,2077.0
53.66089,-126.4717,Tweedsmuir Peak,2190.0
53.570652,-126.47914,Michel Peak,2257.0
