latitude,longitude,name,elevation
47.5716,-114.672356,Burke Hill,1357.0
47.976055,-115.17932,Davis Peak,1626.0
47.546047,-114.63124,Markle Hill,1271.0
47.558826,-114.5454,Schmitz Mountain,1504.0
48.44023,-115.353775,Alexander Mountain,1413.0
47.94133,-115.39961,Allen Peak,2053.0
48.28135,-114.71208,Ashley Mountain,1918.0
47.844105,-115.25683,B Peak,1841.0
47.621605,-114.82486,Baldy Mountain,2274.0
47.996613,-114.92764,Bar Z Peak,1918.0
48.025406,-115.41379,Barren Peak,1625.0
47.75966,-115.13987,Basin Peak,1747.0
47.851055,-114.788185,Bassoo Peak,1945.0
47.814938,-115.24377,Benson Peak,2036.0
47.60605,-115.075424,Big Hole Peak,2096.0
47.91744,-115.33517,Blacktail Peak,1860.0
48.49861,-115.45295,Blue Mountain,1838.0
47.923,-114.828186,Bold Peak,1932.0
48.180237,-114.53236,Boorman Peak,1652.0
47.901886,-115.154045,Border Peak,1652.0
48.43357,-115.13849,Boundary Mountain,1813.0
48.021057,-115.07459,Bowers Peak,1336.0
48.223843,-115.38544,Brush Mountain,1782.0
48.20301,-115.13599,Calx Mountain,1993.0
47.967445,-114.83514,Castle Rock,1884.0
47.80077,-115.399605,Cataract Peak,1891.0
47.542156,-115.31265,Clark Mountain,1538.0
47.682716,-114.76846,Coney Peak,1881.0
48.32802,-114.85153,Mount Conner,1888.0
47.75383,-114.920975,Cook Mountain,2048.0
47.744564,-115.38337,Cougar Peak,2020.0
48.433846,-115.17544,Cripple Horse Mountain,1646.0
47.687157,-115.29071,Cube Iron Mountain,2179.0
47.734104,-115.08931,Deerhorn Mountain,1442.0
48.336624,-115.225716,Dunn Peak,1753.0
48.404408,-114.81293,Dunsire Point,1881.0
47.542023,-115.18837,Eddy Mountain,2095.0
47.88605,-115.42656,Elk Mountain,1711.0
48.455795,-114.913765,Elk Mountain,1987.0
47.53827,-115.28904,Elk Point,1538.0
48.227455,-115.349884,Fisher Mountain,1655.0
48.01522,-115.2935,Fosseum Mountain,1398.0
