latitude,longitude,name,elevation
7.5102563,134.50224,Badechamelei,100.0
7.6141443,134.57863,Beketei,50.0
7.707477,134.6303,Bischerad,70.0
7.7244215,134.61975,Cheleos,120.0
7.5210896,134.5303,Etiruir,198.0
7.576367,134.55919,Irur,140.0
7.5372005,134.59947,Kltalbtaches,120.0
7.598578,134.59416,Mekirong,150.0
7.5899777,134.54669,Mudngerur,80.0
7.540471,134.6108,Ngadebechal,40.0
7.7224774,134.62224,Ngedech,110.0
7.559433,134.5956,Ngelsum,164.0
7.6304045,134.63297,Ngemeduu,130.0
7.6510887,134.63808,Ngerbailiang,80.0
7.6241446,134.63086,Ngerbecharerong,120.0
7.562756,134.57114,Mount Ngerchelchuus,242.0
7.6144223,134.6278,Ngerekliangl,170.0
7.5194225,134.52364,Ngeruach,158.0
7.6441445,134.64003,Ngetchulang,80.0
7.5908113,134.5514,Ngetmerchong,90.0
7.5705314,134.57916,Ngkesiu,203.0
7.5991335,134.62027,Ngulitel,200.0
7.5347004,134.59196,Ochabrachochao,160.0
7.5910296,134.56802,Olsacheltang,110.0
7.5210896,134.5817,Ometochel,160.0
7.5197005,134.50336,Omiotl,90.0
7.5102563,134.50891,Sisngabang,100.0
7.6088667,134.56863,Telong,70.0
7.5158114,134.50336,Toir Rois,90.0
7.526367,134.52086,Imeong,55.0
