latitude,longitude,name,elevation
8.282848,-62.74277,Cerro Roberto,152.0
8.248702,-62.7953,Cerro Quemado (El Chupi),196.11
8.304798,-63.18057,Cerro Currucay,61.0
8.17976,-63.375813,Cerro Victoria,96.0
8.088229,-63.253807,Cerro Palma Sola,252.0
8.108155,-63.143063,Cerro Toribio,273.0
8.205481,-63.08665,Cerro La Yegüera,255.0
8.092393,-63.013985,Piedra del Elefante,251.0
8.362407,-62.643158,Cerro El Gallo,122.52
8.310531,-62.648335,Cerro San Joaquín,136.8
8.24292,-62.80959,Cerro del Comando,147.0
