latitude,longitude,name,elevation
41.183258,-3.4661937,Pico del Lobo,2274.0
41.10455,-3.2554164,Ocejón,2049.0
41.153835,-3.4741387,Cerrón,2197.0
41.18057,-3.4464056,Torre del Rayo,2089.0
41.215332,-3.4427247,Calamorro de San Benito,1872.0
41.153847,-3.296532,Cerrito Collado,1736.0
41.14983,-3.2774148,Cabeza del Corral,1824.0
41.194473,-3.2466874,Prado Merendero,1545.0
41.020138,-3.2190833,La Tonda,1241.0
41.063225,-3.2361717,Cerro del Porrejón,1497.0
41.06167,-3.2176578,Cabeza Pascual,1279.0
41.068233,-3.1936893,Cabeza de Yuso,1233.0
41.165596,-3.0601773,Alto Rey,1858.0
41.069366,-3.127758,Cerro Covacho,1475.0
41.08069,-3.2454689,Cerro del Robledo Castellar,1675.0
41.071865,-3.4794283,Pico de Bañaderos,1638.0
41.05628,-3.4929738,Las Cabezas,1379.0
40.99842,-3.4616933,Cerro de las Cabezas,1563.0
41.010796,-3.4814918,Peña de la Cabra,1831.0
40.991203,-3.4552774,Cerro Larda,1445.0
40.99402,-3.3804264,Cerro de la Peñita,1626.0
41.05469,-3.3742437,Cerro de San Cristobal,1488.0
41.23846,-3.4040828,Alto del Parrejón,2013.0
41.180172,-3.4809835,El Cervunal,2195.0
41.15929,-3.3818834,Águila,1650.0
41.014484,-3.138884,El Castillar,1415.0
41.292763,-3.1519303,Ribalópez,1521.0
41.28836,-3.0201185,Cerro Cabeza Alta,1476.0
41.148922,-3.00207,Bartibañez,1342.0
41.15293,-2.9938302,Peña Palomarejo,1324.0
40.942146,-3.4513085,Torrejón,1293.0
40.97326,-3.4187787,Cerro de la Torrecilla,1572.0
40.966965,-3.4392922,La Pinilla,1386.0
40.846,-3.1104927,La Muela,960.0
41.041,-3.3641224,Cabeza de Pajarero,1479.0
41.038834,-3.331516,Cabeza el Vado,1167.0
40.990986,-3.335172,Cabezas,1437.0
41.016342,-3.4079971,Alto de los Cellos,1752.0
40.896175,-3.4803402,Cancho de la Cabeza,1263.5
40.953537,-3.470101,Cabeza Antón,1395.9
40.8279,-3.0469546,Cerro de Hita,981.2
41.203407,-2.8795023,Padrastro,1268.0
41.05237,-3.2419634,Cabeza de Almiruete,1506.1
41.26279,-3.3406467,Peña Esmijada,1641.0
41.159096,-2.978551,Cerro Carnicera,1262.0
40.8718,-3.4069576,Cerro de la Saturda,861.0
41.169624,-2.993235,Matalabosa,1324.0
41.04692,-3.4505944,Peña Hierro,1743.0
41.169357,-3.0675304,Pico de la Losa,1781.0
41.195694,-3.001733,La Cabaña,1288.0
41.076763,-2.9996154,Altollano,1100.0
41.118362,-3.3777359,Cabeza de Cabida,1596.0
41.165066,-3.4423904,Cerro de la Cebosa,2036.0
40.97102,-3.3238697,Cerro de Cabeza los Vallejos,1077.0
41.139305,-3.2564209,Cerro del Campo,1934.0
41.135433,-2.9979684,Cerro Cabezacervera o Cacervera,1171.0
40.883495,-3.451022,Cerro de la Oliva,901.0
41.229996,-3.3649092,Alto del Hornillo,1728.0
40.88208,-3.4276087,Pico del Murciano,891.0
40.955853,-3.3350317,Cerro la Palomera,1035.0
40.894775,-3.4992352,Cabeza de Peña Alta,1142.0
41.17135,-2.9946778,Cuento del Mojón,1332.0
41.268883,-3.0457146,Peña de la Graja,1429.0
41.14629,-3.0937016,Alto las Corzas,1427.0
41.186043,-3.0166495,Cabeza Tozano,1454.0
40.870514,-3.4200084,Cerro Negro,893.0
41.131298,-3.019111,Cerro de Preseca,1185.0
41.190475,-3.1275158,Alto de la Chorrera,1526.0
40.981876,-3.3212273,Loma del Riscal,1015.0
41.07994,-2.9966621,El Cerrillo,1101.0
41.22942,-3.3448353,Loma de la Torrecilla,1593.0
41.048733,-3.0152752,Peña del Roto,1024.0
40.689556,-2.614959,Peña Rubia,818.0
40.6214,-2.6140783,Cerro de la Covatilla,1004.0
40.621307,-2.5978043,Cerro de los Molineros,941.0
40.681335,-2.5987277,Pie de la Dehesa,818.0
40.684193,-2.578446,Alto de la Higuera,873.0
40.618267,-2.601589,Cerroillo de la Ajedrea,1017.0
40.645287,-2.5837052,Cerro de la Fuente del Oro,921.0
40.67504,-2.5704312,Cerro de la Media Legua,941.0
40.616623,-2.6132085,Cerro de la Nevera,1061.0
40.644054,-2.5996807,Cerro de la Cruz,964.0
41.179585,-3.352612,Cabezo de San Pedro,1819.0
41.024914,-3.1027377,Castillar de Santotis,1258.0
41.169407,-3.4792192,Alto de la Majada de los Carneros,2079.0
41.178402,-3.1511495,Cerro del Capetón,1765.0
41.188427,-2.8771992,Cerro de la Horca,1168.0
41.239178,-3.0013192,Alto de San Roque,1159.0
40.99538,-3.4008572,Cerro Concha,1775.0
41.24415,-3.0706577,Pico Mateote,1473.0
41.15782,-3.1412177,Peña del Reventón,1752.0
41.105186,-3.2598915,Ocejoncillo,1957.0
41.204502,-2.9290047,El Cerro,1088.0
41.13138,-3.15322,Mojón Cimero,1588.0
41.10131,-3.2486339,Peña Mala,1722.0
41.164215,-3.0733116,El Picoz,1806.0
41.039703,-3.1390624,Cerro Santotis,1560.0
41.16472,-3.043568,Peña de los Gavilanes,1761.0
41.236004,-3.3866563,Alto de la Escaleruela,1975.0
41.10936,-2.953271,Alto de la Tajarilla,1350.0
41.252506,-3.3997746,Buitrera,2044.0
41.157593,-3.024922,Peña del Mediodía,1538.0
40.659134,-2.5699787,La Redonda,1144.0
41.140965,-2.8671403,Alto de la Peña,1369.0
41.213955,-3.4016771,Peña la Silla,1935.0
41.17661,-3.1707218,El Cerrajo,1704.0
41.07423,-3.1844676,Peña del Mediodía,1207.0
41.249054,-3.3562021,Cabeza Gorda,1632.0
41.230446,-3.0826707,Pico del Ceño,1530.0
41.20228,-3.1158762,Cerro de las Lagunas,1396.0
41.197254,-2.9197104,Cabeza del Medio,1123.0
41.182053,-2.9394026,Alto de la Taina,1075.0
41.16043,-3.0077367,Mojón Gordo,1452.0
41.00192,-3.3671763,Cabeza del Cardo,1609.0
41.21576,-3.3954113,Tiñosa,1969.0
41.220592,-2.9341886,Cabeza del Pino,1188.0
41.146214,-2.870834,Alto de Mojón Blanco,1353.0
41.245026,-3.3984764,Alto del Cervunalillo,2016.0
41.093987,-3.1092246,Peña de la Faja,1325.0
