latitude,longitude,name,elevation
-51.201,-72.30408,Cerro Monte Chico,719.0
-50.520557,-72.42911,Cerro Cuncuna,1536.0
-51.183933,-72.353,Cerro Sin Nombre,903.0
-50.64506,-72.213684,Cerro Bote,1773.0
-50.79102,-72.0601,Cerro Campana,964.0
-50.559498,-72.30677,Cerro Centinela O Alfiler,1368.0
-50.630787,-71.64739,Cerro El Morro,837.0
-50.829575,-71.55763,Cerro La Correntina,573.0
-50.917255,-71.57071,Cerro La Paloma,565.0
-50.61942,-72.15694,Cerro Mangrullo,1824.0
-50.597645,-72.39847,Cerro Morado,1386.0
-50.898487,-71.78507,Cerro Negro,745.0
-50.75095,-71.99082,Cerro Pan de Azúcar,1075.0
-50.76009,-72.2555,Cerro Pinaculo,2240.0
-50.71163,-72.15652,Cerro Puesto La Piedra,1155.0
-50.807915,-72.23463,Cerro Tridente,1940.0
-50.620472,-72.261475,Cerro Verlika,1832.0
-50.746826,-72.04883,Cerro Vizcachas,909.0
-50.510174,-72.41455,Cerro Bayo,1430.0
-51.14335,-71.65067,Cerro Bandera,386.0
-51.0628,-71.58318,Cerro Patancha,328.0
-51.195633,-71.57731,Cerro Piramide,478.0
-51.43859,-72.1002,Cerro Punta Alta,1040.0
-51.37388,-72.20144,Cerro Tres Marías,511.0
-50.66165,-72.43297,Cerro Pilar,1849.0
-50.64661,-72.40111,Cerro Redondo,1882.0
-51.145824,-72.39218,Cerro Cazador,1039.0
-51.29823,-72.310684,Cerro Cancha Carrera,649.0
-51.34877,-72.32167,Cerro Vega Mala,818.0
-50.889835,-72.46741,Cerro Guido,1298.0
